486
0 -1.0 -1.0 17.0 371.0 22.0
1 -1.0 -1.0 8.0 124.0 49.0
2 -1.0 -1.0 7.0 187.0 66.0
3 -1.0 -1.0 4.0 313.0 34.0
4 -1.0 -1.0 9.0 226.0 60.0
5 -1.0 -1.0 20.0 21.0 48.0
6 -1.0 -1.0 19.0 138.0 99.0
7 -1.0 -1.0 17.0 236.0 78.0
8 -1.0 -1.0 7.0 356.0 88.0
9 -1.0 -1.0 15.0 108.0 48.0
10 -1.0 -1.0 20.0 326.0 39.0
11 -1.0 -1.0 6.0 181.0 42.0
12 -1.0 -1.0 11.0 62.0 62.0
13 -1.0 -1.0 8.0 181.0 81.0
14 -1.0 -1.0 6.0 353.0 76.0
15 -1.0 -1.0 5.0 217.0 96.0
16 -1.0 -1.0 8.0 275.0 81.0
17 -1.0 -1.0 5.0 84.0 91.0
18 -1.0 -1.0 19.0 59.0 53.0
19 -1.0 -1.0 17.0 179.0 41.0
20 -1.0 -1.0 7.0 317.0 34.0
21 -1.0 -1.0 10.0 157.0 84.0
22 -1.0 -1.0 10.0 122.0 81.0
23 -1.0 -1.0 12.0 177.0 94.0
24 -1.0 -1.0 10.0 230.0 65.0
25 -1.0 -1.0 19.0 396.0 67.0
26 -1.0 -1.0 18.0 134.0 33.0
27 -1.0 -1.0 4.0 230.0 62.0
28 -1.0 -1.0 9.0 175.0 38.0
29 -1.0 -1.0 14.0 41.0 88.0
30 -1.0 -1.0 4.0 260.0 16.0
31 -1.0 -1.0 7.0 296.0 88.0
32 -1.0 -1.0 9.0 242.0 43.0
33 -1.0 -1.0 8.0 265.0 74.0
34 -1.0 -1.0 7.0 359.0 56.0
35 -1.0 -1.0 16.0 223.0 86.0
36 -1.0 -1.0 10.0 333.0 28.0
37 -1.0 -1.0 12.0 243.0 92.0
38 -1.0 -1.0 4.0 347.0 77.0
39 -1.0 -1.0 12.0 391.0 71.0
40 -1.0 -1.0 9.0 230.0 60.0
41 -1.0 -1.0 12.0 220.0 98.0
42 -1.0 -1.0 16.0 233.0 16.0
43 -1.0 -1.0 9.0 250.0 49.0
44 -1.0 -1.0 15.0 175.0 83.0
45 -1.0 -1.0 8.0 61.0 94.0
46 -1.0 -1.0 20.0 394.0 90.0
47 -1.0 -1.0 7.0 383.0 39.0
48 -1.0 -1.0 17.0 310.0 42.0
49 -1.0 -1.0 5.0 198.0 77.0
50 -1.0 -1.0 7.0 114.0 18.0
51 -1.0 -1.0 16.0 224.0 72.0
52 -1.0 -1.0 14.0 391.0 23.0
53 -1.0 -1.0 13.0 256.0 64.0
54 -1.0 -1.0 18.0 136.0 45.0
55 -1.0 -1.0 11.0 201.0 95.0
56 -1.0 -1.0 5.0 16.0 48.0
57 -1.0 -1.0 15.0 247.0 38.0
58 -1.0 -1.0 8.0 224.0 63.0
59 -1.0 -1.0 7.0 57.0 78.0
60 -1.0 -1.0 11.0 112.0 53.0
61 -1.0 -1.0 7.0 385.0 64.0
62 -1.0 -1.0 8.0 154.0 54.0
63 -1.0 -1.0 17.0 318.0 81.0
64 -1.0 -1.0 11.0 274.0 49.0
65 -1.0 -1.0 17.0 212.0 43.0
66 -1.0 -1.0 6.0 381.0 37.0
67 -1.0 -1.0 16.0 160.0 63.0
68 -1.0 -1.0 18.0 234.0 63.0
69 -1.0 -1.0 10.0 85.0 75.0
70 -1.0 -1.0 9.0 385.0 67.0
71 -1.0 -1.0 14.0 48.0 50.0
72 -1.0 -1.0 6.0 56.0 18.0
73 -1.0 -1.0 20.0 104.0 45.0
74 -1.0 -1.0 10.0 247.0 69.0
75 -1.0 -1.0 14.0 343.0 80.0
76 -1.0 -1.0 13.0 27.0 52.0
77 -1.0 -1.0 5.0 46.0 26.0
78 -1.0 -1.0 16.0 73.0 84.0
79 -1.0 -1.0 19.0 284.0 75.0
80 -1.0 -1.0 5.0 21.0 27.0
81 -1.0 -1.0 18.0 336.0 62.0
