700
0 -1.0 -1.0 71.0 5.0 18.0
1 -1.0 -1.0 90.0 5.0 5.0
2 -1.0 -1.0 48.0 84.0 10.0
3 -1.0 -1.0 64.0 69.0 18.0
4 -1.0 -1.0 43.0 78.0 5.0
5 -1.0 -1.0 3.0 37.0 11.0
6 -1.0 -1.0 51.0 0.0 13.0
7 -1.0 -1.0 42.0 90.0 17.0
8 -1.0 -1.0 13.0 58.0 12.0
9 -1.0 -1.0 95.0 20.0 12.0
10 -1.0 -1.0 61.0 85.0 9.0
11 -1.0 -1.0 25.0 85.0 9.0
12 -1.0 -1.0 35.0 76.0 12.0
13 -1.0 -1.0 39.0 86.0 4.0
14 -1.0 -1.0 80.0 72.0 10.0
15 -1.0 -1.0 9.0 57.0 12.0
16 -1.0 -1.0 63.0 98.0 4.0
17 -1.0 -1.0 44.0 22.0 12.0
18 -1.0 -1.0 8.0 35.0 15.0
19 -1.0 -1.0 13.0 21.0 18.0
20 -1.0 -1.0 81.0 86.0 13.0
21 -1.0 -1.0 51.0 32.0 19.0
22 -1.0 -1.0 68.0 87.0 15.0
23 -1.0 -1.0 9.0 62.0 10.0
24 -1.0 -1.0 87.0 14.0 11.0
25 -1.0 -1.0 28.0 20.0 10.0
26 -1.0 -1.0 22.0 8.0 14.0
27 -1.0 -1.0 50.0 93.0 17.0
28 -1.0 -1.0 24.0 98.0 14.0
29 -1.0 -1.0 39.0 28.0 16.0
30 -1.0 -1.0 24.0 9.0 19.0
31 -1.0 -1.0 92.0 67.0 8.0
32 -1.0 -1.0 20.0 46.0 14.0
33 -1.0 -1.0 9.0 97.0 16.0
34 -1.0 -1.0 41.0 82.0 13.0
35 -1.0 -1.0 38.0 66.0 14.0
36 -1.0 -1.0 39.0 12.0 9.0
37 -1.0 -1.0 21.0 38.0 4.0
38 -1.0 -1.0 69.0 99.0 15.0
39 -1.0 -1.0 94.0 55.0 10.0
40 -1.0 -1.0 84.0 23.0 14.0
41 -1.0 -1.0 52.0 90.0 7.0
42 -1.0 -1.0 42.0 1.0 17.0
43 -1.0 -1.0 54.0 52.0 10.0
44 -1.0 -1.0 83.0 82.0 5.0
45 -1.0 -1.0 25.0 2.0 11.0
46 -1.0 -1.0 94.0 20.0 17.0
47 -1.0 -1.0 27.0 76.0 13.0
48 -1.0 -1.0 14.0 1.0 9.0
49 -1.0 -1.0 80.0 14.0 15.0
50 -1.0 -1.0 76.0 36.0 7.0
51 -1.0 -1.0 15.0 32.0 18.0
52 -1.0 -1.0 1.0 33.0 13.0
53 -1.0 -1.0 91.0 44.0 14.0
54 -1.0 -1.0 32.0 71.0 6.0
55 -1.0 -1.0 77.0 93.0 13.0
56 -1.0 -1.0 66.0 40.0 18.0
57 -1.0 -1.0 20.0 93.0 8.0
58 -1.0 -1.0 72.0 14.0 8.0
59 -1.0 -1.0 91.0 21.0 14.0
60 -1.0 -1.0 16.0 48.0 17.0
61 -1.0 -1.0 6.0 72.0 14.0
62 -1.0 -1.0 46.0 1.0 6.0
63 -1.0 -1.0 18.0 30.0 17.0
64 -1.0 -1.0 65.0 6.0 6.0
65 -1.0 -1.0 65.0 82.0 14.0
66 -1.0 -1.0 57.0 26.0 7.0
67 -1.0 -1.0 6.0 17.0 14.0
68 -1.0 -1.0 98.0 51.0 19.0
69 -1.0 -1.0 72.0 73.0 17.0
70 -1.0 -1.0 85.0 4.0 6.0
71 -1.0 -1.0 48.0 73.0 9.0
72 -1.0 -1.0 26.0 62.0 12.0
73 -1.0 -1.0 71.0 13.0 17.0
74 -1.0 -1.0 39.0 9.0 6.0
75 -1.0 -1.0 60.0 76.0 9.0
76 -1.0 -1.0 26.0 17.0 16.0
77 -1.0 -1.0 49.0 42.0 12.0
78 -1.0 -1.0 2.0 83.0 8.0
79 -1.0 -1.0 85.0 77.0 11.0
80 -1.0 -1.0 82.0 54.0 6.0
81 -1.0 -1.0 45.0 85.0 19.0
82 -1.0 -1.0 75.0 57.0 10.0
83 -1.0 -1.0 57.0 56.0 5.0
84 -1.0 -1.0 75.0 78.0 14.0
85 -1.0 -1.0 2.0 73.0 9.0
86 -1.0 -1.0 75.0 9.0 16.0
87 -1.0 -1.0 63.0 7.0 10.0
88 -1.0 -1.0 31.0 65.0 9.0
89 -1.0 -1.0 32.0 81.0 16.0
90 -1.0 -1.0 35.0 83.0 16.0
91 -1.0 -1.0 49.0 29.0 11.0
92 -1.0 -1.0 21.0 23.0 17.0
93 -1.0 -1.0 99.0 46.0 8.0
94 -1.0 -1.0 97.0 17.0 7.0
95 -1.0 -1.0 45.0 35.0 11.0
96 -1.0 -1.0 33.0 38.0 16.0
97 -1.0 -1.0 47.0 13.0 17.0
98 -1.0 -1.0 76.0 69.0 5.0
99 -1.0 -1.0 59.0 35.0 15.0
100 -1.0 -1.0 78.0 11.0 14.0
101 -1.0 -1.0 74.0 73.0 15.0
102 -1.0 -1.0 81.0 76.0 19.0
103 -1.0 -1.0 3.0 49.0 19.0
104 -1.0 -1.0 44.0 47.0 7.0
105 -1.0 -1.0 66.0 17.0 13.0
106 -1.0 -1.0 1.0 20.0 10.0
107 -1.0 -1.0 36.0 78.0 4.0
108 -1.0 -1.0 100.0 0.0 16.0
109 -1.0 -1.0 62.0 17.0 14.0
110 -1.0 -1.0 58.0 45.0 10.0
111 -1.0 -1.0 49.0 83.0 15.0
112 -1.0 -1.0 97.0 20.0 11.0
113 -1.0 -1.0 35.0 5.0 5.0
114 -1.0 -1.0 24.0 19.0 7.0
115 -1.0 -1.0 80.0 88.0 11.0
116 -1.0 -1.0 74.0 14.0 4.0
117 -1.0 -1.0 15.0 23.0 10.0
118 -1.0 -1.0 69.0 77.0 14.0
119 -1.0 -1.0 63.0 28.0 19.0
120 -1.0 -1.0 87.0 18.0 9.0
121 -1.0 -1.0 52.0 5.0 10.0
122 -1.0 -1.0 10.0 20.0 18.0
123 -1.0 -1.0 26.0 44.0 18.0
124 -1.0 -1.0 45.0 27.0 14.0
125 -1.0 -1.0 75.0 98.0 5.0
126 -1.0 -1.0 93.0 68.0 14.0
127 -1.0 -1.0 25.0 14.0 5.0
128 -1.0 -1.0 34.0 5.0 10.0
129 -1.0 -1.0 22.0 22.0 18.0
130 -1.0 -1.0 17.0 8.0 4.0
131 -1.0 -1.0 10.0 26.0 5.0
132 -1.0 -1.0 8.0 77.0 4.0
133 -1.0 -1.0 35.0 61.0 9.0
134 -1.0 -1.0 90.0 37.0 12.0
135 -1.0 -1.0 48.0 51.0 12.0
136 -1.0 -1.0 12.0 59.0 12.0
137 -1.0 -1.0 31.0 98.0 19.0
138 -1.0 -1.0 67.0 25.0 12.0
139 -1.0 -1.0 67.0 97.0 10.0
140 -1.0 -1.0 82.0 65.0 9.0
141 -1.0 -1.0 63.0 4.0 9.0
142 -1.0 -1.0 45.0 59.0 16.0
143 -1.0 -1.0 44.0 16.0 12.0
144 -1.0 -1.0 62.0 41.0 16.0
145 -1.0 -1.0 97.0 38.0 18.0
146 -1.0 -1.0 40.0 18.0 8.0
147 -1.0 -1.0 9.0 17.0 9.0
148 -1.0 -1.0 67.0 6.0 10.0
149 -1.0 -1.0 57.0 35.0 7.0
150 -1.0 -1.0 36.0 46.0 10.0
151 -1.0 -1.0 70.0 51.0 19.0
152 -1.0 -1.0 94.0 65.0 6.0
153 -1.0 -1.0 98.0 25.0 4.0
154 -1.0 -1.0 72.0 89.0 5.0
155 -1.0 -1.0 26.0 65.0 18.0
156 -1.0 -1.0 60.0 49.0 6.0
157 -1.0 -1.0 90.0 0.0 5.0
158 -1.0 -1.0 39.0 39.0 5.0
159 -1.0 -1.0 45.0 12.0 7.0
160 -1.0 -1.0 19.0 19.0 15.0
161 -1.0 -1.0 32.0 84.0 6.0
162 -1.0 -1.0 24.0 4.0 14.0
163 -1.0 -1.0 7.0 77.0 17.0
164 -1.0 -1.0 88.0 44.0 9.0
165 -1.0 -1.0 18.0 43.0 15.0
166 -1.0 -1.0 74.0 75.0 7.0
167 -1.0 -1.0 99.0 59.0 16.0
168 -1.0 -1.0 78.0 39.0 17.0
169 -1.0 -1.0 22.0 91.0 9.0
170 -1.0 -1.0 44.0 43.0 16.0
171 -1.0 -1.0 62.0 16.0 4.0
172 -1.0 -1.0 92.0 13.0 17.0
173 -1.0 -1.0 25.0 95.0 15.0
174 -1.0 -1.0 6.0 13.0 4.0
175 -1.0 -1.0 100.0 74.0 4.0
176 -1.0 -1.0 81.0 61.0 19.0
177 -1.0 -1.0 18.0 99.0 19.0
178 -1.0 -1.0 5.0 83.0 13.0
179 -1.0 -1.0 13.0 67.0 13.0
180 -1.0 -1.0 74.0 49.0 15.0
181 -1.0 -1.0 33.0 47.0 11.0
182 -1.0 -1.0 34.0 27.0 12.0
183 -1.0 -1.0 68.0 29.0 18.0
184 -1.0 -1.0 82.0 27.0 8.0
185 -1.0 -1.0 57.0 84.0 18.0
186 -1.0 -1.0 71.0 6.0 15.0
187 -1.0 -1.0 67.0 64.0 10.0
188 -1.0 -1.0 66.0 53.0 11.0
189 -1.0 -1.0 0.0 48.0 17.0
190 -1.0 -1.0 29.0 40.0 5.0
191 -1.0 -1.0 91.0 24.0 7.0
192 -1.0 -1.0 14.0 81.0 12.0
193 -1.0 -1.0 63.0 79.0 6.0
194 -1.0 -1.0 54.0 55.0 13.0
195 -1.0 -1.0 96.0 92.0 18.0
196 -1.0 -1.0 75.0 53.0 15.0
197 -1.0 -1.0 98.0 42.0 12.0
198 -1.0 -1.0 73.0 44.0 7.0
199 -1.0 -1.0 55.0 88.0 15.0
200 -1.0 -1.0 47.0 4.0 11.0
201 -1.0 -1.0 72.0 52.0 9.0
202 -1.0 -1.0 58.0 29.0 14.0
203 -1.0 -1.0 73.0 9.0 8.0
204 -1.0 -1.0 92.0 75.0 9.0
205 -1.0 -1.0 13.0 61.0 5.0
206 -1.0 -1.0 11.0 29.0 7.0
207 -1.0 -1.0 93.0 67.0 17.0
208 -1.0 -1.0 10.0 37.0 16.0
209 -1.0 -1.0 88.0 86.0 4.0
210 -1.0 -1.0 10.0 33.0 9.0
211 -1.0 -1.0 6.0 83.0 19.0
212 -1.0 -1.0 18.0 100.0 12.0
213 -1.0 -1.0 99.0 35.0 4.0
214 -1.0 -1.0 23.0 16.0 9.0
